,Address,latitude,longitude
333,"8401 Axis Drive Austin, Texas",30.2069136,-97.856452
334,"500 E St Johns Ave Austin, Texas",30.3345038,-97.7062435
335,"Parker And Woodward Austin, Texas",30.21961259999999,-97.7439471
336,"24Th And Rio Grande Austin, Texas",30.2879172,-97.7446605
337,"9442 Capital Of Texas Highway Austin, Texas",30.3899547,-97.7486304
338,"12804 Doorbell Dr Austin, Texas",30.3442106,-97.52795429999999
339,"Aly May Dr And Billbrook Austin, Texas",30.1662389,-97.8178025
340,"Montopolis And Riverside Austin, Texas",30.2248747,-97.7034758
341,"Waters Park Road And Adelphi Lane Austin, Texas",30.4178911,-97.7082281
342,"11700 Dionda Lane Austin, Texas",30.2050704,-97.6330947
343,"Pflugerville (TX) Austin, Texas",30.4548451,-97.6222665
344,"Staney And Burleson Austin, Texas",30.2055131,-97.7165557
345,"11846 Jollyville Rd Austin, Texas",30.4226856,-97.7568435
346,"710 East Ben White Boulevard Austin, Texas",30.2192082,-97.75524109999999
347,"1705 Frontier Valley Austin, Texas",30.2239681,-97.69564009999999
348,"10911 Thaxton  Rd Austin, Texas",30.11786409999999,-97.7450137
349,"3201 Duval Road Austin, Texas",30.40852959999999,-97.72078330000001
350,"8801 N Fm 620 Austin, Texas",30.4265362,-97.84091749999999
351,"8101 Salt Springs Dr Austin, Texas",30.1588551,-97.7450229
352,"12609 Dessau Rd Austin, Texas",30.39377409999999,-97.64128939999999
353,"2115 Quarry Rd Austin, Texas",30.2848309,-97.767456
354,"Airport And Bolm Austin, Texas",30.2600671,-97.6938717
355,"5104 Raton Pass Austin, Texas",30.3127192,-97.6590708
356,"Round Mountain Rd And Fulkes Rd Austin, Texas",30.5751976,-97.9484028
357,"1520 Rutherford Ln Austin, Texas",30.33725849999999,-97.6784661
358,"7530 Compass Austin, Texas",30.3088951,-97.64177869999999
359,"Lowenfield And Linnie Street Austin, Texas",30.3041671,-97.62405600000001
360,"1800 Lavaca St.#409 Austin, Texas",30.2806048,-97.7403322
361,"Bluff Springs And William Cannon Austin, Texas",30.1892393,-97.76785199999999
362,"3201 Jack Cook Austin, Texas",30.3083962,-97.6724668
363,"200 Cedar Bend Austin, Texas",30.4094637,-97.6992127
364,"5503 Larchbrook Austin, Texas",30.2754277,-97.62355869999999
365,"74 Trinity Austin, Texas",30.2605631,-97.74176279999999
366,"2304 Morelds St Austin, Texas",30.267153,-97.7430608
367,"12019 Swallow Drive Austin, Texas",30.4490113,-97.79764689999999
368,"7703 Nez Perce Trace Austin, Texas",30.2812798,-97.57680169999999
369,"2Nd St And Linden Austin, Texas",30.2532059,-97.7104032
370,"1801 Wells Branch Pkwy Austin, Texas",30.4329716,-97.674099
371,"8038 Exchange Dr Austin, Texas",30.3325659,-97.66460269999999
372,"12343 Hunters Chase Trl Austin, Texas",30.4429279,-97.7700273
373,"9300 S Ih 35 Frontage Rd Austin, Texas",30.1631095,-97.7903675
374,"South 1St And Oltorf Austin, Texas",30.2421291,-97.7596191
375,"10004 Shively Lane Austin, Texas",30.1172721,-97.7001145
376,"4611 Banister Austin, Texas",30.2209477,-97.782741
377,"11610 Crosstimber Drive Austin, Texas",30.4485152,-97.8096674
378,"3101 Shoreline Drive Austin, Texas",30.4544943,-97.685047
379,"8805 N Interstate 35 Austin, Texas",30.350215,-97.68993619999999
380,"Shepherd Mountain Cove Austin, Texas",30.3573785,-97.7963614
381,"Spruce Lane And Teri Road Austin, Texas",30.1999693,-97.7487767
382,"15918 Windermere Dr Austin, Texas",30.4485933,-97.6491951
383,"Duval/Hwy 183 Austin, Texas",30.4559466,-97.79192
384,"11204 Moore Road Austin, Texas",30.1260853,-97.6752102
385,"12900 Dessau Road Austin, Texas",30.3983054,-97.64345259999999
386,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
387,"1701 Vargas Rd Austin, Texas",30.2261244,-97.6989996
388,"1317 West 10Th Street Austin, Texas",30.2769743,-97.7572869
389,"Wet William Cannon Drive And South Congress Austin, Texas",30.1931086,-97.7788344
390,"3805 River Rd Austin, Texas",30.3073194,-97.7755347
391,"Jean Drive Austin, Texas",30.3717593,-97.6846723
392,"1207 Baylor St Austin, Texas",30.2777368,-97.7519198
393,"5502 Sapote Court Austin, Texas",30.1951669,-97.74903359999999
394,"Dessau Rd & E Howard Ln Austin, Texas",30.4035593,-97.63838439999999
395,"8509 Fm 969 Austin, Texas",30.2730809,-97.63883349999999
396,"9201 Scenic Bluff Dr. Austin, Texas",30.3028642,-97.88433529999999
397,"11000 Legends Lane Austin, Texas",30.1386726,-97.7879641
398,"1200 Broadmoor Drive Austin, Texas",30.3114096,-97.70535269999999
399,"Tamil St And Kandy Dr Austin, Texas",30.2108973,-97.83542589999999
400,"3302 Northeast Dr Austin, Texas",30.3090007,-97.670559
401,"Thaxton Rd Austin, Texas",30.1356654,-97.7335395
402,"0000 Landsman Dr Austin, Texas",30.2346335,-97.8950004
403,"Hog Eye Rd And Lucinda Dr Austin, Texas",30.2829232,-97.45472459999999
404,"1411 Rutland Austin, Texas",30.370025,-97.70770689999999
405,"18105 Easy Street Austin, Texas",30.2721706,-97.8143474
406,"8000 Hood Cir Austin, Texas",30.19299089999999,-97.8135756
407,"West And 7Th Austin, Texas",30.2739309,-97.7563771
408,"24806 Long Hollow Trl Austin, Texas",30.587825,-97.9760388
409,"6607 South Ih 35 Austin, Texas",30.1888732,-97.768666
410,"11611 Fm812 Austin, Texas",30.13749199999999,-97.660146
411,"1300 Matthews Ln Austin, Texas",30.1970814,-97.80057749999999
412,"12117 Manchaca Rd Austin, Texas",30.1413925,-97.83260969999999
413,"12510 Lowden Austin, Texas",30.136876,-97.83656339999999
414,"Sebastian Bend Austin, Texas",30.4201069,-97.6447019
415,"1913 Golden Pheasant Austin, Texas",30.3936148,-97.7053315
416,"14501 Renyero Ln Austin, Texas",30.2863024,-97.7555115
417,"12901 N Ih 35 Svrd Austin, Texas",30.414277,-97.67123219999999
418,"9200 North Plaza Austin, Texas",30.3546431,-97.6880915
419,"2401 Ridgepoint Dr Austin, Texas",30.3290832,-97.67455190000001
420,"2108 Warfield  Way Austin, Texas",30.4403841,-97.6823034
421,"96 S Congress Ave & Cesar Chevez Austin, Texas",30.2632513,-97.7445913
422,"2402 Burleson Ct Austin Austin, Texas",30.2302449,-97.7343671
423,"Key View Cove Austin, Texas",30.2888935,-97.6418487
424,"Research Blvd And Duval Rd Austin, Texas",30.4189307,-97.74729130000001
425,"1115 W 10Th St Austin, Texas",30.2753899,-97.7548697
426,"303 Barbuda Drive Austin, Texas",30.3666219,-98.0069357
427,"5504 Stuart Circle Austin, Texas",30.2611088,-97.6868471
428,"Fallwell Lane And 45 Austin, Texas",30.2537694,-97.6040031
429,"Lemonwood And Driftwood Austin, Texas",30.3628622,-97.7863903
430,"1190 Airport Austin, Texas",30.2751363,-97.7011749
431,"2302 East William Cannon Austin, Texas",30.18674769999999,-97.75866839999999
432,"Travis (TX) Austin, Texas",30.267153,-97.7430608
433,"8009 Crystalbrook West Austin, Texas",30.3213887,-97.6547589
434,"4510 Lareina Dr Austin, Texas",30.2172703,-97.77148919999999
435,"12349 Metric Boluvard Austin, Texas",30.4088846,-97.6945162
436,"7710 Forest Wood Rd Austin, Texas",30.1896815,-97.80219149999999
437,"5211 Cameron Rd Austin, Texas",30.3104513,-97.7071766
438,"2101 Ringtail Ridge Austin, Texas",30.27606159999999,-97.83413949999999
439,"6210 E Ben White Blvd Austin, Texas",30.2131012,-97.7124154
440,"Briargate And Fieldgate Austin, Texas",30.403226,-97.64906979999999
441,"Oltorf & South 5Th St Austin, Texas",30.24391809999999,-97.76431559999999
442,"133327 Black Canyon Dr Austin, Texas",30.453278,-97.754717
443,"2509 Winchell Lane Austin, Texas",30.2604842,-97.6715341
444,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
445,"7808 Linden Rd Austin, Texas",30.263218,-97.705882
446,"1071 Clayton Ln Austin, Texas",30.3187966,-97.7034652
447,"Melissa Oaks Austin, Texas",30.1580708,-97.7811637
448,"Parmar Ln And Mopac Austin, Texas",30.3213959,-97.756187
449,"1156 W Cesar Chavez Austin, Texas",30.269764,-97.7591144
450,"Montopolis Road Austin, Texas",30.2248747,-97.7034758
451,"William Cannon And Stoneleigh Austin, Texas",30.1864,-97.759149
452,"600 Kawnee Drive Austin, Texas",30.3368492,-97.7154273
453,"Merrit And Terri Road Austin, Texas",30.1973583,-97.744907
454,"Carson Creek And Shadow Austin, Texas",30.267153,-97.7430608
455,"Travis (TX) Austin, Texas",30.267153,-97.7430608
456,"8800 N Ih 35 Hwy Austin, Texas",30.3523648,-97.6932547
457,"East Manor Road And Walnut Hills Drive Austin, Texas",30.30803879999999,-97.67624090000001
458,"Travis (TX) Austin, Texas",30.267153,-97.7430608
459,"4434  Frontier Trail Austin, Texas",30.23144,-97.795757
460,"8003 Tonopa Lane Austin, Texas",30.285172,-97.6386265
461,"200 Chaparral Road Austin, Texas",30.1887655,-97.7784099
462,"6107 Idlewood Cove Austin, Texas",30.2003667,-97.77773049999999
463,"21436 Creekside Drive Austin, Texas",30.3237196,-97.6839212
464,"S. Sh-35 Austin, Texas",30.2978649,-97.7180865
465,"1702 Ferguson Dr Austin, Texas",30.376508,-97.6862697
466,"2309 Ventura Dr Austin, Texas",30.2172705,-97.736684
467,"Armstrong Ave And New Katy Ln Austin, Texas",30.3453721,-97.52580909999999
468,"1700 E Cesar Chavez St Austin, Texas",30.2579766,-97.7263306
469,"4434 Frontier Trail Austin, Texas",30.23144,-97.795757
470,"12922 Meehan Dr Austin, Texas",30.4195631,-97.68641649999999
471,"16808 High Noon Austin, Texas",30.25694,-97.7234031
472,"Fitzhugh Rd Austin, Texas",30.235858,-98.0069139
473,"15009 Sassafras Trail Austin, Texas",30.4277885,-97.6416091
474,"1124 Rutland Dr. #40 Austin, Texas",30.3703018,-97.7026381
475,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
476,"9900 S Ih 35 Svrd Austin, Texas",30.1562153,-97.79291289999999
477,"3402 Randolf Austin, Texas",30.2869694,-97.7116518
478,"1310 Alma Drive Austin, Texas",30.3819627,-97.6600034
479,"Parmer Ln And Neenah Austin, Texas",30.4880348,-97.7712607
480,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
481,"900 Webberwood Way Austin, Texas",30.229675,-97.4835854
482,"9218 Balcones Club Austin, Texas",30.4419525,-97.78723199999999
483,"4718 Highway 183 Austin, Texas",30.1835756,-97.6879002
484,"Hw 71 And Riverside Austin, Texas",30.25715,-97.74685749999999
485,"Mansell Ave And Santa Anna St Austin, Texas",30.274855,-97.6870325
486,"8303 Coulver Rd Austin, Texas",30.1188477,-97.730208
487,"Littig Rd And Ballerstedt Rd Austin, Texas",30.3236325,-97.469066
488,"4902 Duval Road Austin, Texas",30.4156411,-97.7376175
489,"8010 N Ih 35 Austin, Texas",30.3429819,-97.6991178
490,"Mohle Dr And Harris Blvd Austin, Texas",30.2995402,-97.75255709999999
491,"5401 Brompton Circ Austin, Texas",30.2110597,-97.78176429999999
492,"West Braker Lane And Swearingen Drive Austin, Texas",30.3877026,-97.69859319999999
493,"5204 Village Trail Austin, Texas",30.1968339,-97.74585049999999
494,"1500 Faro Dr Austin, Texas",30.2329791,-97.714197
495,"16912 High Noon Drive Austin, Texas",30.13592939999999,-97.5752776
496,"6301 Monsanto Drive Austin, Texas",30.2388067,-97.69434659999999
497,"12138 North Lamar Boulevard Austin, Texas",30.3990436,-97.6795458
498,"5300 Pecan Brook Austin, Texas",30.3143633,-97.6554262
499,"2506 Springdale Austin, Texas",30.2858245,-97.68266279999999
500,"19018 Fm 969 Austin, Texas",30.2321982,-97.5165385
501,"7204 Carver Ave Austin, Texas",30.3311223,-97.6994359
502,"4803 Gladview Drive Austin, Texas",30.2205482,-97.7871997
503,"Rutherford And Grayledge` Austin, Texas",30.342945,-97.69512770000001
504,"11620 Arroyo Blanco Drive Austin, Texas",30.1573272,-97.84907749999999
505,"4434 Frontier Trl Austin, Texas",30.23144,-97.795757
506,"500 S 3Rd St Austin, Texas",30.2582985,-97.75344779999999
507,"6901 Mckinney Falls Rd Austin, Texas",30.165736,-97.72112299999999
508,"3105 S Ih35 Austin, Texas",30.22524629999999,-97.744959
509,"4600 Guadalupe Street Austin, Texas",30.3136563,-97.7316709
510,"1012 Arthur Stiles Rd Austin, Texas",30.2572057,-97.6819854
511,"Hamilton Point Cir & Jaron Dr Austin, Texas",30.3383022,-97.5519822
512,"1800 Crystal Bend Austin, Texas",30.4071372,-97.6318213
513,"12017 Amherst Drive Austin, Texas",30.4124579,-97.7199878
514,"8921 Sun Shower Bend Austin, Texas",30.2778105,-97.63262569999999
515,"1881 Grove Blvd Austin, Texas",30.2286113,-97.70658279999999
516,"1013 S Center St Austin, Texas",30.2321049,-97.77365449999999
517,"East 7Th Street Austin, Texas",30.2617417,-97.7187189
518,"9518 Topridge Dr Austin, Texas",30.4348529,-97.7991972
519,"5307 Wasson Rd Austin, Texas",30.2067831,-97.7722959
520,"6406 Capriola Drive Austin, Texas",30.2042507,-97.797562
521,"Hamilton Pool Rd Austin, Texas",30.3118682,-98.0903878
522,"12800 Center Lake Dr Austin, Texas",30.4075849,-97.6690963
523,"3400 Congress Austin, Texas",30.2295607,-97.7606638
524,"Poquuito And East Martin Luther King Austin, Texas",30.2799397,-97.7202221
525,"E Stassney Ln And Dove Springs Dr Austin, Texas",30.19387769999999,-97.7568383
526,"2501 Wickersham Lane Austin, Texas",30.2232902,-97.7251871
527,"Los Cielos Blvd And Campana Dr Austin, Texas",30.1679096,-97.6248625
528,"6904 Carwill Dr Austin, Texas",30.3006634,-97.64470279999999
529,"903 Spingdale Rd Austin, Texas",30.2608388,-97.6982908
530,"4434 Frontier Trl Austin, Texas",30.23144,-97.795757
531,"Mckinney Falls And Burleson Austin, Texas",30.1920431,-97.69842469999999
532,"17004 Round Mountain Austin, Texas",30.3756743,-97.9626359
533,"18303 Park Dr Austin, Texas",30.3953837,-97.88355519999999
534,"3703 Prairie Ln Austin, Texas",30.4713615,-97.6788265
535,"8100 Westgate Blvd Austin, Texas",30.1987826,-97.82763829999999
536,"2501 Wickersham Ln Austin, Texas",30.2232902,-97.7251871
537,"2201 Barton Springs Rd Austin, Texas",30.26397489999999,-97.7713831
538,"Jesse Segovia And Chicano Park Austin, Texas",30.2516532,-97.7347827
539,"6006 Jays Lane Austin, Texas",30.23343479999999,-97.8496938
540,"Travis (TX) Austin, Texas",30.267153,-97.7430608
541,"South Meadows & Parkfield Austin, Texas",30.3809155,-97.697998
542,"8806 Redfield Ln Austin, Texas",30.36294899999999,-97.7123305
543,"6620 Blue Bluff Rd Austin, Texas",30.28135049999999,-97.6095368
544,"11105 N Ih 35 Austin, Texas",30.3745666,-97.6765941
545,"2703 Channing Circle Austin, Texas",30.2120159,-97.814234
546,"4908 E. Yager Ln Austin, Texas",30.3635761,-97.6286958
547,"11113 Research Blvd Austin, Texas",30.4053348,-97.74430149999999
548,"403 Vargas Road Austin, Texas",30.23867389999999,-97.6893637
549,"14745 Merrill Town Austin, Texas",30.4505272,-97.69287519999999
550,"2450 Wickersham Lane Austin, Texas",30.22580869999999,-97.7252487
551,"3006 Maplelawn Circle Austin, Texas",30.3063387,-97.6770033
552,"1402 Glenwood Drive Austin, Texas",30.3195375,-97.69544929999999
553,"10840 Fm 812 Austin, Texas",30.1422399,-97.6669343
554,"1012 North Meadows Drive Austin, Texas",30.376892,-97.6952372
555,"Dittmar Austin, Texas",30.1857007,-97.7992295
556,"900 King Albert Austin, Texas",30.2043106,-97.7890257
557,"12Th & Airport Austin, Texas",30.2768544,-97.7003386
558,"900 Center Ridge Dr Austin, Texas",30.4172645,-97.6686963
559,"3406 Gable Austin, Texas",30.4192957,-97.71292439999999
560,"7001 Ross Rd Austin, Texas",30.1589506,-97.6387857
561,"15924 Stewart Rd Austin, Texas",30.3780497,-97.9531994
562,"4705 East Ben White Austin, Texas",30.21393,-97.731293
563,"1809 Collier Austin, Texas",30.2546662,-97.7701307
564,"11316 Farmhaven Rd Austin, Texas",30.3516011,-97.61853839999999
565,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
566,"1212 Westheimer Dr Austin, Texas",30.325776,-97.6944346
567,"13609 Interstate 35 Austin, Texas",30.4225795,-97.6708981
568,"9400 Ih 35 Austin, Texas",30.3590904,-97.6889608
569,"Plesent Valley And Union Creek Green Belt Austin, Texas",30.1772678,-97.7483451
570,"Corral Lane And Circle S Road Austin, Texas",30.1866946,-97.7793592
571,"Travis (TX) Austin, Texas",30.267153,-97.7430608
572,"6104 Wideleaf Drive Austin, Texas",30.2590551,-97.5747402
573,"2705 Hoeke Lane Austin, Texas",30.2113151,-97.68906679999999
574,"12118 Walnut Park Crossing Austin, Texas",30.388929,-97.6768654
575,"14125 Ceylon Tea Cir Austin, Texas",30.4154318,-97.63715959999999
576,"6607 S Iih 35 Frontage Rd Austin, Texas",30.2867584,-97.7244946
577,"5301 Wasson Road Austin, Texas",30.20730619999999,-97.7717864
578,"6716 Derby Downs Dr Austin, Texas",30.1508537,-97.74198849999999
579,"2741 Citation Austin, Texas",30.267153,-97.7430608
580,"100 West Cesar Chavez Austin, Texas",30.263696,-97.7451091
581,"Fm812 And Peterson Rd Austin, Texas",30.1101586,-97.6229285
582,"7685 Northcross Dr Austin, Texas",30.3542887,-97.7356889
583,"1904 Poquito Austin, Texas",30.2804875,-97.72056049999999
584,"Jacobson Rd And Elroy Rd Austin, Texas",30.1374459,-97.6191521
585,"11800 Pinto Circle Austin, Texas",30.2403017,-97.88926479999999
586,"Travis (TX) Austin, Texas",30.267153,-97.7430608
587,"5100 Meadow Creek Cove Austin, Texas",30.21742669999999,-97.7846943
588,"301 Congress Avenue Austin, Texas",30.265279,-97.74285019999999
589,"4523 Tannehill Austin, Texas",30.2826358,-97.66882079999999
590,"1900 East Anderson Lane Austin, Texas",30.3306051,-97.6796957
591,"13916 Briarcreek Loop Austin, Texas",30.3121093,-97.53159939999999
592,"12424 Research Austin, Texas",30.4276284,-97.7583504
593,"Thaxton Austin, Texas",30.1356654,-97.7335395
594,"1108 Christie Dr Austin, Texas",30.2681316,-97.6816673
595,"7609 Colton Bluff Spring Austin, Texas",30.154506,-97.721564
596,"Topridge Dr And Scotland Well Dr Austin, Texas",30.4327221,-97.7937603
597,"13034 Pond Springs Austin, Texas",30.4412884,-97.7738329
598,"7619 North Ih 35 Austin, Texas",30.3369532,-97.69962679999999
599,"6511 Stoneleigh Pl Austin, Texas",30.2889866,-97.7488073
600,"W Braker Ln & Renel Dr Austin, Texas",30.3854936,-97.6943775
601,"12113 Metric Blvd Austin, Texas",30.4033977,-97.6985983
602,"10704 Melloow Ln Austin, Texas",30.421979,-97.78371759999999
603,"3003 South Lamar Austin, Texas",30.2423539,-97.7832293
604,"8000 Decker Lane Austin, Texas",30.3079761,-97.6223447
605,"Battenburg Trl And Grey Castle Dr Austin, Texas",30.4239707,-97.64302239999999
606,"21024 Tx 71 Austin, Texas",30.35207309999999,-98.0632645
607,"304 Tamworth Avenue Austin, Texas",30.2096765,-97.7673287
608,"Elm Creek Dr & Nogales Trail Austin, Texas",30.1818946,-97.7666065
609,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
610,"Fm 973 And Weberville Austin, Texas",30.2570212,-97.61187869999999
611,"1500 Fugles Grove Austin, Texas",30.267153,-97.7430608
612,"15730 North Fm 620 Austin, Texas",30.4871348,-97.7318567
613,"19429 Tayshas Street Austin, Texas",30.3523505,-97.510109
614,"E 15Th St & Waller St Austin, Texas",30.2752405,-97.72959379999999
615,"1818 Travis Heights Boulevard Austin, Texas",30.2414671,-97.74343150000001
616,"Payne Avenue Austin, Texas",30.3367808,-97.7314521
617,"3012 Guerrero Austin, Texas",30.1165397,-97.6990638
618,"Us-183 & Colton Rd Austin, Texas",30.1693938,-97.6915678
619,"12449 Fm 812 Austin, Texas",30.1329533,-97.64907149999999
620,"Tower Trail And Rayburn Ln Austin, Texas",30.2920754,-97.66885359999999
621,"Airport And 290 Austin, Texas",30.3213724,-97.6943011
622,"Pilgrims Place And Spicewood Austin, Texas",30.3715289,-97.7542473
623,"904 East Live Oak Austin, Texas",30.2388551,-97.7459354
624,"605 Thrush Austin, Texas",30.3787387,-97.6775545
625,"2200 Man O War Drive Austin, Texas",30.2172473,-97.52402620000001
626,"Lazy Creek/ Purple Sage Austin, Texas",30.3108948,-97.6578138
627,"5600 Sunny Vista Austin, Texas",30.204392,-97.8715861
628,"10300 Golden Meadow Dr Austin, Texas",30.3805639,-97.71150329999999
629,"12508 Sky Harbor Drive Austin, Texas",30.1685898,-97.6275412
630,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
631,"1401 Manford Hill Drive Austin, Texas",30.3588053,-97.67407050000001
632,"Manor (TX) Austin, Texas",30.3407629,-97.55694559999999
633,"12798 N. 183 Austin, Texas",30.4559466,-97.79192
634,"13804 Abrahamson Cove Austin, Texas",30.214432,-97.709417
635,"9607 Research Blvd Austin, Texas",30.388946,-97.7415005
636,"7515 Timber Hills Drive Austin, Texas",30.14966549999999,-97.5846162
637,"Travis (TX) Austin, Texas",30.267153,-97.7430608
638,"8024 Cobblestone Austin, Texas",30.25454969999999,-97.88361909999999
639,"3111 Parker Ln Austin, Texas",30.22451,-97.74210699999999
640,"3499 Rr 620 Austin, Texas",30.3275754,-97.95846379999999
641,"Nw Hills Austin, Texas",30.353213,-97.7674773
642,"11307 Jim Thorpe Ln Austin, Texas",30.153655,-97.8419162
643,"4434 Frontier Trl Austin, Texas",30.23144,-97.795757
644,"9701 Beck Cir Austin, Texas",30.3753569,-97.713285
645,"1154 Richardine Ave Austin, Texas",30.2718241,-97.6859076
646,"Stonehollow Dr And Gracy Farms Austin, Texas",30.40059,-97.7077442
647,"7201 Levander Loop Austin, Texas",30.2527847,-97.6904186
648,"1300 Fort Branch Austin, Texas",30.2767301,-97.6805437
649,"10206 North Interstate 35 Frontage Road Austin, Texas",30.3666334,-97.68334490000001
650,"Ih35/ St Johns Austin, Texas",30.3336226,-97.7035035
651,"7601 Daffan Lane Austin, Texas",30.3160645,-97.62482969999999
652,"2315 Southern Oaks Dr Austin, Texas",30.2211778,-97.800705
653,"Blue Dawn Austin, Texas",30.183088,-97.7636484
654,"1513 Suffolk Austin, Texas",30.3083108,-97.6982908
655,"Steven Creek Way And Perry Rd Austin, Texas",30.2598288,-97.6845462
656,"2000 Cullen Ave Austin, Texas",30.3458042,-97.7335586
657,"2300 Sunridge Austin, Texas",30.2221393,-97.7245363
658,"8119 South Farm To Market 973 Austin, Texas",30.1391439,-97.67771570000001
659,"Shore District And Town Creek Drive Austin, Texas",30.2434696,-97.7260846
660,"East Oltorf And Sunridge Drive Austin, Texas",30.2231014,-97.7222958
661,"4106 N Lamar Blvd Austin, Texas",30.3094768,-97.7407154
662,"2308 Perry Ave #106 Austin, Texas",30.2449946,-97.76554569999999
663,"Slaughter And Brandt Austin, Texas",30.2229871,-97.6734339
664,"707 Carpenter Austin, Texas",30.3576489,-97.6993723
665,"620 And Parmer Ln Austin, Texas",30.4190955,-97.7021703
666,"Manchaca Rd And W Dittmar Rd Austin, Texas",30.1859274,-97.8162559
667,"10601 N Lamar Blvd Austin, Texas",30.373837,-97.6882187
