,Address,latitude,longitude
668,"Berkman Dr And E 51St St Austin, Texas",30.30389749999999,-97.69902689999999
669,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
670,"3700 Thompson St Austin, Texas",30.2659155,-97.69650949999999
671,"290 And Bladderstadt Austin, Texas",30.267153,-97.7430608
672,"7024 Quinton Dr Austin, Texas",30.1510942,-97.7379146
673,"13021 Dessau Road Austin, Texas",30.39715739999999,-97.6374563
674,"3522 River Rd Austin, Texas",30.3069125,-97.77364969999999
675,"9220 Ih 35 Austin, Texas",30.35794509999999,-97.6897877
676,"8417 Red Willow Austin, Texas",30.2421253,-97.89582419999999
677,"12820 North Lamar Boulevard Austin, Texas",30.4146036,-97.6776781
678,"1701 W Ben White Blvd Austin, Texas",30.2277401,-97.78528879999999
679,"3500 W Parmer Ln Austin, Texas",30.4238323,-97.70921270000001
680,"3603 Southridge Austin, Texas",30.2351992,-97.7769148
681,"41St /Duval St Austin, Texas",30.3022594,-97.7275975
682,"18304 River Timber Dr Austin, Texas",30.217294,-97.52711459999999
683,"6408 Needham Lane Austin, Texas",30.1927954,-97.8930598
684,"Del Valle (TX) Austin, Texas",30.2091069,-97.6472349
685,"Travis (TX) Austin, Texas",30.267153,-97.7430608
686,"3809 South 2Nd St Austin, Texas",30.2289452,-97.7706614
687,"150 East Riverside Drive Austin, Texas",30.2563815,-97.7445985
688,"124 West Anderson Lane Austin, Texas",30.3446809,-97.70522550000001
689,"Highway 183 And Howard Road Austin, Texas",30.2523168,-97.68
690,"12503 Tomanet Trl Austin, Texas",30.4187054,-97.7001994
691,"11717 Cambrian Road Austin, Texas",30.3714845,-97.52770699999999
692,"4404 East Oltorf Austin, Texas",30.2282631,-97.7246547
693,"10106 North Interstate 35 Frontage Road North Austin, Texas",30.3656964,-97.6843756
694,"85 Trinity St Austin, Texas",30.2612894,-97.7407578
695,"3600 South Congress Avenue Austin, Texas",30.2280506,-97.76157649999999
696,"4801 South Congress Austin, Texas",30.2133539,-97.7695363
697,"3308 Thompson St Austin, Texas",30.2669775,-97.69977519999999
698,"5702 Spoke Court Austin, Texas",30.1942771,-97.75573990000001
699,"7105 Harrington Austin, Texas",30.3552006,-97.7885355
700,"7700 Beauregard Cir Austin, Texas",30.1945218,-97.81119670000001
701,"Rollingwood & Bee Cave Rd Austin, Texas",30.2730917,-97.7984886
702,"St Merryn Street Austin, Texas",30.3473896,-97.6137139
703,"505  Delmar Avenue Austin, Texas",30.3371592,-97.70486489999999
704,"1605 Kinney Ave Austin, Texas",30.2530359,-97.7674136
705,"Springdale And 12Th Austin, Texas",30.2789614,-97.6870409
706,"2815 E Sh 71 Austin, Texas",30.1675303,-97.5254329
707,"413 Thelma Dr #A Austin, Texas",30.1932369,-97.78762429999999
708,"11212 Chatam Berry Ln Austin, Texas",30.15817539999999,-97.8438924
709,"1106 Algarita Ave Austin, Texas",30.238451,-97.7429222
710,"Snow Lane Austin, Texas",30.3430475,-97.5254924
711,"1444 Colony Creek Austin, Texas",30.36615,-97.71042159999999
712,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
713,"1030 Norwood Park Boulevard Austin, Texas",30.3404951,-97.69136739999999
714,"1707 E 6Th St Austin, Texas",30.261496,-97.72437889999999
715,"5522 Bitterwood Austin, Texas",30.2755986,-97.6231244
716,"Brodie Lane And Alysia Austin, Texas",30.1901964,-97.8455024
717,"1412 Norseman Ter Austin, Texas",30.364953,-97.70984899999999
718,"Travis (TX) Austin, Texas",30.267153,-97.7430608
719,"40 N Ih-35 Austin, Texas",30.2551946,-97.7380125
720,"Clementine Lane Austin, Texas",30.1962177,-97.7290342
721,"Walter Vaughn Rd & Mason Stone Cv Austin, Texas",30.370457,-97.5189704
722,"2103 Nogales Austin, Texas",30.1815862,-97.7664796
723,"5401 Prock Ln. Austin, Texas",30.2674348,-97.6836178
724,"8615 Rockwood Austin, Texas",30.3683169,-97.72940679999999
725,"4514 West Gate Blvd Austin, Texas",30.2314474,-97.80089609999999
726,"18916 Fm 1431 Austin, Texas",30.4812519,-97.9384469
727,"Holly St & Chicon St Austin, Texas",30.2534948,-97.72629739999999
728,"6103 Turtle Dove Drive Austin, Texas",30.1874913,-97.7492458
729,"1620 E Riverside Austin, Texas",30.2452206,-97.7301827
730,"S Pleasant Valley Rd & E Stassney Ln Austin, Texas",30.1940034,-97.74473669999999
731,"1800 Patton Ln. Austin, Texas",30.3188588,-97.6875826
732,"8808 Little Laura Dr Austin, Texas",30.3727466,-97.73282250000001
733,"9500 Stonebridge Dr Austin, Texas",30.3690814,-97.7047377
734,"40 S Ih 35 78701 Austin, Texas",30.2552457,-97.73715039999999
735,"6803 Denorah Drive Austin, Texas",30.33147799999999,-97.7104853
736,"7000 Montana Dr Austin, Texas",30.2291402,-97.69168549999999
737,"500 East Stassney Austin, Texas",30.2035845,-97.77126640000002
738,"9937 B Quail Blvd Austin, Texas",30.3714826,-97.6996904
739,"4733 Castleman Dr Austin, Texas",30.2470982,-97.5837455
740,"5901 S First Austin, Texas",30.2044797,-97.78316559999999
741,"2504 E Stassney Austin, Texas",30.1939967,-97.7491185
742,"4106 N Lamar Blvd Austin, Texas",30.3094768,-97.7407154
743,"814 King Albert Austin, Texas",30.2035874,-97.78762429999999
744,"Del Valle (TX) Austin, Texas",30.2091069,-97.6472349
745,"2412 Melissa Oaks Ln Austin, Texas",30.159292,-97.7773909
746,"Manor (TX) Austin, Texas",30.3407629,-97.55694559999999
747,"16310 Bratton Ln Austin, Texas",30.4678277,-97.6769397
748,"Rundberg Ln Austin, Texas",30.356083,-97.6846043
749,"1200 Montopolis  Dr Austin, Texas",30.2322315,-97.6998813
750,"1014 Cripple Creek Drive Austin, Texas",30.37386769999999,-97.6979515
751,"5100 Acorn Avenue Austin, Texas",30.1946734,-97.7391877
752,"7404 Bethune Avenue Austin, Texas",30.3329236,-97.69697599999999
753,"Timber Heights Drive And Nobleman Drive Austin, Texas",30.36984009999999,-97.6500362
754,"5716 Toscana Avenue Austin, Texas",30.2882029,-97.6441095
755,"8718 Fm 812 Austin, Texas",30.1635301,-97.6902181
756,"6514 Pevensey Dr Austin, Texas",30.19955229999999,-97.7876668
757,"2111 Prather Ln Austin, Texas",30.2345118,-97.7881764
758,"605 Sundial Cove Austin, Texas",30.1812671,-97.7937397
759,"1916 Tillery Street Austin, Texas",30.2835385,-97.70223519999999
760,"Spicewood Springs & 183 Austin, Texas",30.1724504,-97.6907008
761,"7901 Cameron Rd Austin, Texas",30.3325902,-97.6852038
762,"6212 Brown Lane Austin, Texas",30.3448898,-97.67414579999999
763,"817 East St Elmo Road Austin, Texas",30.2141189,-97.7575912
764,"8206 Kearsarge Dr Austin, Texas",30.1942905,-97.82033039999999
765,"9506 Stonebridge Austin, Texas",30.3696807,-97.7044408
766,"7651 Delwau Ln Austin, Texas",30.262977,-97.6641576
767,"1156 West Cesar Chavez Street Austin, Texas",30.269764,-97.7591144
768,"Fm 969 And Johnny Morris Road Austin, Texas",30.2827895,-97.6532107
769,"10308 Burmaster Austin, Texas",30.4479047,-97.8056745
770,"Pflugerville (TX) Austin, Texas",30.4548451,-97.6222665
771,"W 45Th St & Bull Creek Rd Austin, Texas",30.3205602,-97.7534652
772,"Robert Martinez Jr St & 5Th St Austin, Texas",30.2593112,-97.7190772
773,"Bitteroot Trl And Blue Meadow Dr Austin, Texas",30.1802199,-97.7606977
774,"14407 Joy Lee Ln Manor Tx 78653 Austin, Texas",30.3675161,-97.5181037
775,"7010 W Hwy 71 Austin, Texas",30.2359738,-97.8756465
776,"20021 Wind Farm Road Austin, Texas",30.267153,-97.7430608
777,"8900 N Ih 35 Austin, Texas",30.3536404,-97.6921838
778,"1705 Frontier Valley Austin, Texas",30.2239681,-97.69564009999999
779,"7521 Marble Crest Austin, Texas",30.1639152,-97.7416915
780,"Wells Branch Parkway And Thermal Drive Austin, Texas",30.4348949,-97.6770938
781,"Cyrstal Way And Boggy Ford Road Austin, Texas",30.4249302,-98.0256496
782,"111 W 55Th St Austin, Texas",30.32053399999999,-97.7216318
783,"7201 Levander Loop Austin, Texas",30.2527847,-97.6904186
784,"1900 Tasmanian Tiger Trace Austin, Texas",30.4471574,-97.6695828
785,"9102 Shepherd Drive Austin, Texas",30.3604848,-97.6979705
786,"6301 Parmer Lane Austin, Texas",30.445215,-97.74391949999999
787,"14704 Alps Drive Austin, Texas",30.1329164,-97.61415389999999
788,"2401 S Lakeshore Blvd Unit 103 Austin, Texas",30.2431331,-97.7201575
789,"2008 East 10Th Street Austin, Texas",30.2646806,-97.7189908
790,"4606 Senda Ln Austin, Texas",30.238497,-97.57210239999999
791,"East Pheasant Drive And Oriole Drive Austin, Texas",30.36388079999999,-97.68835969999999
792,"Fm 1826 And Mopac Austin, Texas",30.3213959,-97.756187
793,"Pendernales St And  Santa Rita Austin, Texas",30.256419,-97.7158
794,"Ponca St And Vargas Rd Austin, Texas",30.2355918,-97.69256879999999
795,"3828 North Interstate 35 Frontage Road Austin, Texas",30.2953977,-97.71983929999999
796,"Caspian Dr And Alexandria Dr Austin, Texas",30.2017414,-97.8405085
797,"5006 Table Top Austin, Texas",30.1964582,-97.7427312
798,"Cromwell Austin, Texas",30.2280866,-97.7193462
799,"1208 Coaches Crossing Austin, Texas",30.4451534,-97.6567395
800,"2922 Clifford Avenue Austin, Texas",30.281916,-97.7077084
801,"12138 North Lamar Boulevard Austin, Texas",30.3990436,-97.6795458
802,"Pinedale Cv And Ashdale Austin, Texas",30.3599217,-97.7328967
803,"Alum Rock Dr Austin, Texas",30.1551727,-97.7418344
804,"1425 East Yager Lane Austin, Texas",30.3830804,-97.6558282
805,"6806 Shadywood Drive Austin, Texas",30.1937689,-97.7854586
806,"15410 Littig Rd Austin, Texas",30.3343548,-97.4928539
807,"Pflugerville (TX) Austin, Texas",30.4548451,-97.6222665
808,"3810 Manchaca Road Austin, Texas",30.2350318,-97.7854586
809,"2404 Marcus Abrams Blvd Austin, Texas",30.1535841,-97.8408537
810,"Dixie Austin, Texas",30.1685009,-97.7432516
811,"Travis (TX) Austin, Texas",30.267153,-97.7430608
812,"21 Waller Street Austin, Texas",30.2534345,-97.73317779999999
813,"1814 Bitter Creek Austin, Texas",30.186622,-97.76676619999999
814,"14716 Colt Dr Austin, Texas",30.3746624,-97.933516
815,"12414 Beartrap Lane Austin, Texas",30.4431729,-97.7680929
816,"1515 Wickersham Ln Austin, Texas",30.2349921,-97.7182435
817,"1606 Cattle Trail Austin, Texas",30.1816078,-97.8151049
818,"Ben White And S 1St Blvd Austin, Texas",30.2268486,-97.7691787
819,"1601 Faro Austin, Texas",30.2336394,-97.71135489999999
820,"Travis (TX) Austin, Texas",30.267153,-97.7430608
821,"1704 Citation Dr Austin, Texas",30.135974,-97.6757999
822,"7305 Quicksilver Circle Austin, Texas",30.17364389999999,-97.75756510000001
823,"12805 Cedar St Austin, Texas",30.3938243,-97.88403559999999
824,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
825,"45 And 183 Austin, Texas",30.1724504,-97.6907008
826,"5800 Techni Center Dr Austin, Texas",30.2787646,-97.67184759999999
827,"White River Boulevard And Central Commerce Austin, Texas",30.4540989,-97.6559844
828,"8300 N Ih 35 Austin, Texas",30.3460048,-97.6971094
829,"12345 Dessau Austin, Texas",30.3885678,-97.6468
830,"Riverside And Congress Austin, Texas",30.25715,-97.74685749999999
831,"100 Beaver St Austin, Texas",30.3523533,-97.6999873
832,"11716 Maybach Drive Austin, Texas",30.1576386,-97.6462284
833,"7104 Grove Crest Drive Austin, Texas",30.2367344,-97.88421439999999
834,"S 5Th St And Brodie St Austin, Texas",30.246722,-97.76309499999999
835,"20620 Commons Parkway Austin, Texas",30.485433,-97.57057830000001
836,"9422 Brown Lane Austin, Texas",30.350086,-97.67081329999999
837,"J Lane And Dessau Road Austin, Texas",30.3923896,-97.6456134
838,"Burleson Rd And Montopolis Dr Austin, Texas",30.2055131,-97.7165557
839,"12518 Research Blvd Austin, Texas",30.4287546,-97.7604728
840,"15104 Apple Springs Austin, Texas",31.22404049999999,-94.9711414
841,"11501 Staked Plains Dr. Austin, Texas",30.49757919999999,-97.79337869999999
842,"9411 Fm 1625 Austin, Texas",30.1261877,-97.7101671
843,"6704 Manchaca Rd Austin, Texas",30.2055488,-97.8077347
844,"Bennet And Blackson Austin, Texas",30.3334111,-97.69893859999999
845,"18700 Dry Lake Austin, Texas",30.35161969999999,-97.80620549999999
846,"1630 Rutland Drive Austin, Texas",30.3732428,-97.7123305
847,"East Braker Lane And Ih-35 Austin, Texas",30.37713849999999,-97.67650839999999
848,"8718 Fm 812 Austin, Texas",30.1635301,-97.6902181
849,"5413 Avenue F Austin, Texas",30.31949449999999,-97.71971200000002
850,"Slaughter Ln And Ih 35 Austin, Texas",30.1669935,-97.7869383
851,"Richards Dr And E Hwy 71 Austin, Texas",30.1894507,-97.57415329999999
852,"10761 Maha Cir Austin, Texas",30.11166769999999,-97.6956817
853,"4800 Quicksilver Austin, Texas",30.1737687,-97.75697079999999
854,"6102 Manor Rd Austin, Texas",30.3081273,-97.6778089
855,"7201 Levander Loop Austin, Texas",30.2527847,-97.6904186
856,"11317 Doyle Overton Road Austin, Texas",30.0793482,-97.6391513
857,"6403 Tiner Austin, Texas",30.2876828,-97.6373852
858,"6307 Bluff Springs Road Austin, Texas",30.1916313,-97.76522729999999
859,"William Cannon Drive And Mckinney Falls Parkway Austin, Texas",30.1632324,-97.72589339999999
860,"7201 Levander Loop Austin, Texas",30.2527847,-97.6904186
861,"5055 Hwy 71 E Austin, Texas",30.188735,-97.56539760000001
862,"Oliver Loving Trl Austin, Texas",30.2234004,-97.8714868
863,"5708 Katydid Ln Austin, Texas",30.1681016,-97.749352
864,"923 Walter St Austin, Texas",30.2680173,-97.71177899999999
865,"Webberville Rd And Samuel Huston Ave Austin, Texas",30.28178509999999,-97.67763719999999
866,"East Riverside And Wickersham Lane Austin, Texas",30.2323033,-97.7203892
867,"Montopolis And Vargas Austin, Texas",30.2315403,-97.6955102
868,"600 Barwood Park Austin, Texas",30.3507625,-97.69613679999999
869,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
870,"9701 Monarch Ln Austin, Texas",30.274863,-97.62402469999999
871,"Cameron And Reagan Hill Austin, Texas",30.3273684,-97.6913706
872,"3206 Lyons Rd Austin, Texas",30.2624355,-97.70312589999999
873,"Best Of West Austin, Texas",30.353213,-97.7674773
874,"4424 Frontier Trl Rd Austin, Texas",30.2321198,-97.7949872
875,"Ih 35 And Covington Dr Austin, Texas",30.381914,-97.67436119999999
876,"2110 Thrasher Ln #5 Austin, Texas",30.2215313,-97.7017066
877,"Del Valle (TX) Austin, Texas",30.2091069,-97.6472349
878,"4434 Frontier Trail Austin, Texas",30.23144,-97.795757
879,"W 6Th St And N Lamar Blvd Austin, Texas",30.2715396,-97.75399349999999
880,"Travis (TX) Austin, Texas",30.267153,-97.7430608
881,"2753 Citation Drive Austin, Texas",30.135974,-97.6757999
882,"4913 Hudson Bend Rd Austin, Texas",30.4115224,-97.9263143
883,"1801 Morrow St Austin, Texas",30.3490389,-97.7273065
884,"Marejada Drive And Sendero Hills Austin, Texas",30.2902771,-97.6475731
885,"88 Congress Ave Austin, Texas",30.2630383,-97.7446666
886,"13021 Legendary Austin, Texas",30.4347859,-97.7304144
887,"Bois D' Arc And Highway 290 Austin, Texas",30.349691,-97.51878
888,"1107 East Yager Lane Austin, Texas",30.3899549,-97.65841379999999
889,"7001 S Congress Ave Austin, Texas",30.1917165,-97.7788982
890,"2751 E Hwy 71 Austin, Texas",30.2105766,-97.65296599999999
891,"Ann Showers Drive And Silvia Drive Austin, Texas",30.27012599999999,-97.4686595
892,"Comal St And New York Ave Austin, Texas",30.2721527,-97.72361520000001
893,"5741 Pinon Vista Drive Austin, Texas",30.2884692,-97.64415179999999
894,"2501 Austin, Texas",30.267153,-97.7430608
895,"2110 Uphill Ln Austin, Texas",30.21937399999999,-97.695955
896,"2104 San Juan Drive Austin, Texas",30.3433299,-97.86121299999999
897,"5800 Techni Center Drive Austin, Texas",30.2787646,-97.67184759999999
898,"10801 N.Mopac Austin, Texas",30.3971595,-97.73051
899,"5006 Table Top Austin, Texas",30.1964582,-97.7427312
900,"12403 Mellow Meadow Dr Austin, Texas",30.4558406,-97.79642559999999
901,"6303 Brookside Dr Austin, Texas",30.3194893,-97.6933308
902,"1156 W Cesar Chavez St Austin, Texas",30.269764,-97.7591144
903,"Apache Shores Austin, Texas",30.3740488,-97.92115550000001
904,"1320 Oltorf Austin, Texas",30.246253,-97.768362
905,"9300 Northgate Blvd Austin, Texas",30.3734264,-97.71566059999999
906,"7201 Levander Loop Austin, Texas",30.2527847,-97.6904186
907,"Tuffit Lane And Shropshire Austin, Texas",30.3830054,-97.66052719999999
908,"1901 Montopolis Dr Austin, Texas",30.2257514,-97.7024579
909,"305 W 35Th Street Austin, Texas",30.2996622,-97.7367052
910,"2425 Ashdale Drive Austin, Texas",30.3590361,-97.7319526
911,"15323 Wells Road Austin, Texas",30.4478208,-97.6783682
912,"Riverside And Montopolis Austin, Texas",30.2248747,-97.7034758
913,"West 28Th Street And San Pedro Street Austin, Texas",30.2935142,-97.745763
914,"10513 Etta Ln Austin, Texas",30.161378,-97.8184186
915,"2109 East 12Th Street Austin, Texas",30.2739749,-97.7170817
916,"5800 W Slaughter Ln Austin, Texas",30.2025857,-97.8766669
917,"Wells Branch Pkwy & Tandem Blvd Austin, Texas",30.4415913,-97.6920633
918,"8900 North Interstate 35 Austin, Texas",30.3536404,-97.6921838
919,"12022 Lima Dr Austin, Texas",30.267153,-97.7430608
920,"N Lamar And Marrow Austin, Texas",30.3440003,-97.7150441
921,"215 Ainsworth St Austin, Texas",30.2038642,-97.77768809999999
922,"21315 Union Lee Church Road Austin, Texas",30.2536438,-97.4813416
923,"1071 Clayton Ln Apt 836 Austin, Texas",30.3187966,-97.7034652
924,"6001 Westcreek Dr Austin, Texas",30.233196,-97.84564549999999
925,"6710 Arroyo Seco Austin, Texas",30.3410398,-97.7301069
926,"4704 Rocking Chair Austin, Texas",30.19705,-97.7414369
927,"2300 Hwy 71 Austin, Texas",30.2154584,-97.66348149999999
928,"14815 Dessau Road Austin, Texas",30.42046029999999,-97.62807079999999
929,"1208 Bonnie Brae Austin, Texas",30.3583764,-97.6775121
930,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
931,"2902 Stratford Austin, Texas",30.2828172,-97.78437579999999
932,"3005 S Lamar Blvd Austin, Texas",30.24129589999999,-97.7836964
933,"8600 Cretys Cove Austin, Texas",30.1944606,-97.8341349
934,"Slaughter Lane Austin, Texas",30.182426,-97.8473452
935,"10702 Windy Trail Austin, Texas",30.3791471,-97.6949403
936,"508 East Howard Lane Austin, Texas",30.4174193,-97.6511553
937,"1205 Fairbanks Dr Austin, Texas",30.3289999,-97.6929047
938,"1407 Newton St Austin, Texas",30.2499959,-97.75145289999999
939,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
940,"107 E. Brenham St. Side B Austin, Texas",30.3378036,-97.5577734
941,"6807 Shadywood Dr Austin, Texas",30.1933435,-97.7850764
942,"7500 South Pleasant Valley Road Austin, Texas",30.170521,-97.7561855
943,"6600 Elm Creek Dr Austin, Texas",30.186152,-97.7627863
944,"1941 Webberville Rd Austin, Texas",30.2827529,-97.6729331
945,"619 Montopolis Austin, Texas",30.237612,-97.69485549999999
946,"Lexington St And Blake Manor Rd Austin, Texas",30.2832385,-97.5166772
947,"7811 Epping Ln Austin, Texas",30.1980888,-97.8227521
948,"Stassney Ln And Mckinney Falls Austin, Texas",30.1768058,-97.7214234
949,"East William Cannon And Bluff Springs Road Austin, Texas",30.1892393,-97.76785199999999
950,"7905 San Felipe Boulevard Austin, Texas",30.4379109,-97.7689692
951,"Ih35 And East Slaughter Lane Austin, Texas",30.1669935,-97.7869383
952,"6102 Marigold Terrace Austin, Texas",30.2313238,-97.7027442
953,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
954,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
955,"7307 East Riverside Drive Austin, Texas",30.2202088,-97.69380849999999
956,"Far West/ Wood Hollow Austin, Texas",30.35377,-97.75282
957,"1525 Grand Avenue Pkwy Austin, Texas",30.4551719,-97.6571422
958,"East Stassney Lane And Palo Blanco Lane Austin, Texas",30.1936306,-97.7497157
959,"W Anderson Ln And Georgian Rd Austin, Texas",30.3437783,-97.70550639999999
960,"503 Nelray Blvd Austin, Texas",30.3212784,-97.7253229
961,"2300 East Cesar Chavez Austin, Texas",30.2553589,-97.71907569999999
962,"Travis (TX) Austin, Texas",30.267153,-97.7430608
963,"5700 West Us 290 Austin, Texas",30.2372443,-97.84498669999999
964,"Outside Jurisdiction Austin, Texas",30.267153,-97.7430608
965,"201 E 4Th St #224 Austin, Texas",30.2663351,-97.74138429999999
966,"1401 Meander Austin, Texas",30.2787612,-97.68008789999999
967,"12214 Fay St Austin, Texas",30.1636512,-97.7984729
968,"1156 West Cesar Chavez Austin, Texas",30.269764,-97.7591144
969,"Del Valle (TX) Austin, Texas",30.2091069,-97.6472349
970,"Manor (TX) Austin, Texas",30.3407629,-97.55694559999999
971,"12800 Harrisgleen Dr Austin, Texas",30.4007398,-97.6530732
972,"1430 Wbberville Rd Austin, Texas",30.2801154,-97.6804801
973,"7201 Levander Loop Austin, Texas",30.2527847,-97.6904186
974,"Wisteria Valley Austin, Texas",30.1864217,-97.9214964
975,"404 W Powell Austin, Texas",30.3493663,-97.70471649999999
976,"East St Elmo Austin, Texas",30.2112363,-97.7495916
977,"102 Home Place Austin, Texas",30.3556886,-97.69599
978,"2101 South Lakeline Boulevard Austin, Texas",30.4764972,-97.82330259999999
979,"115 Heritage Drive Austin, Texas",30.2025431,-97.98791899999999
980,"2100 Wickersham Austin, Texas",30.231526,-97.720884
981,"11200 N Lamar Blvd Austin, Texas",30.3815873,-97.6872463
982,"3017 E 18Th St Austin, Texas",30.2807938,-97.70397419999999
983,"8728 North Lamar Boulevard Austin, Texas",30.3563387,-97.70223519999999
984,"North Interstate 35 Frontage Road And Ruby Drive Austin, Texas",30.372981,-97.678291
985,"9209 Quail Cv Austin, Texas",30.3628694,-97.7000297
986,"13408 Frostdale Dr Austin, Texas",30.5209449,-97.8793244
987,"1615 Strickland Austin, Texas",30.1820728,-97.8146847
988,"William Cannon And Running Water Austin, Texas",30.16662609999999,-97.7368116
989,"5201 Ross Rd Austin, Texas",30.18012419999999,-97.61226889999999
990,"18000 Majestic Elm Austin, Texas",30.2197075,-97.7877292
991,"Lamar And Riverside Austin, Texas",30.264439,-97.7570733
992,"5410 Porsche Lane Austin, Texas",30.2329115,-97.85020379999999
993,"6103 Dooley Trail Austin, Texas",30.2899083,-97.6386852
994,"3010 Meldrom St Austin, Texas",30.267153,-97.7430608
995,"St Johns And North Crest Austin, Texas",30.3423028,-97.7065896
996,"4407 Dove Dr Austin, Texas",30.1901417,-97.7514104
997,"Windmill Ranch Austin, Texas",30.4913628,-97.5721355
998,"1406 Demaret St Austin, Texas",30.4466366,-97.6604273
999,"2525 S Lakeshore Austin, Texas",30.2425924,-97.718312
